33, 2.60762 +/- 0, 0, 2.69532, 6.2532, 6.2532, 4.11267, 3.73336, 3.11545, 3, 2.74554, 2.14937, 2, 1.87308, 1, 
34, 2.65042 +/- 0, 0, 2.68725, 8.98197, 8.98197, 4.34433, 3.8644, 3.2211, 3, 2.77642, 2.19465, 2, 1.69767, 1, 
35, 2.65082 +/- 0, 0, 3, 6, 6, 4, 3.68324, 3.22402, 3, 3, 2.39982, 2, 2, 1.10541, 
36, 2.58328 +/- 0, 0, 2.64692, 6.56448, 6.56448, 4.20106, 4, 3.1867, 3, 2.73367, 2.26617, 2, 1.40905, 1, 
37, 2.69128 +/- 0, 0, 2.82774, 7, 7, 4.30018, 4, 3.26441, 3, 2.87477, 2.20738, 2, 1.95695, 1.08637, 
38, 2.58464 +/- 0, 0, 2.55787, 6.22271, 6.22271, 4, 3.7777, 3.15237, 3, 2.71575, 2.15273, 2, 2, 1, 
39, 2.59478 +/- 0, 0, 2.97686, 6, 6, 4.08411, 3.59326, 3.1027, 3, 3, 2.37542, 2, 2, 1, 
0, 0 +/- 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 0 +/- 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2, 0.286382 +/- 0, 0, 0, 3.91397, 3.91397, 1, 0.382401, 0.127957, 0.0429081, 0, 0, 0, 0, 0, 
3, 0.335806 +/- 0, 0, 0, 4, 4, 1.09493, 1, 0.166028, 0.0423531, 0, 0, 0, 0, 0, 
4, 0.464993 +/- 0, 0, 0.0246301, 3.02412, 3.02412, 1.85985, 1, 0.449554, 0.142026, 0.0319423, 0, 0, 0, 0, 
5, 0.62321 +/- 0, 0, 0.123577, 4.45609, 4.45609, 2, 1.15601, 1, 0.335625, 0.143583, 0, 0, 0, 0, 
6, 0.753191 +/- 0, 0, 0.383854, 3.5486, 3.5486, 2, 1.34738, 1, 1, 0.400561, 0.0775001, 0, 0, 0, 
7, 0.904951 +/- 0, 0, 0.613066, 4.35286, 4.35286, 2.3221, 1.83349, 1.03365, 1, 0.73787, 0.235545, 0.065027, 0, 0, 
8, 1.09159 +/- 0, 0, 1, 5, 5, 2.49188, 2, 1.62142, 1.08151, 1, 0.527087, 0.109038, 0, 0, 
9, 1.17664 +/- 0, 0, 1, 5, 5, 2.73857, 2, 1.93361, 1.18882, 1, 0.761565, 0.202261, 0, 0, 
10, 1.25943 +/- 0, 0, 1, 6.62684, 6.62684, 2.96501, 2.04633, 2, 1.42225, 1, 1, 0.350486, 0, 0, 
11, 1.31601 +/- 0, 0, 1, 5.17445, 5.17445, 3, 2.27017, 2, 1.4038, 1, 1, 0.595337, 0, 0, 
12, 1.38575 +/- 0, 0, 1.16324, 5, 5, 3, 2.22161, 2, 1.73667, 1.24754, 1, 0.911504, 0.022724, 0, 
13, 1.71794 +/- 0, 0, 1.74193, 5.15758, 5.15758, 3.3211, 3, 2.36232, 2, 1.96135, 1.29777, 1, 0.415458, 0, 
14, 1.86047 +/- 0, 0, 2, 5.34332, 5.34332, 3.45712, 3, 2.50311, 2.09535, 2, 1.75126, 1, 0.847222, 0, 
15, 1.73634 +/- 0, 0, 2, 5.10545, 5.10545, 3.29025, 3, 2.26973, 2, 2, 1.38606, 1, 0.554703, 0, 
16, 1.89083 +/- 0, 0, 2, 6.38477, 6.38477, 3.5584, 3, 2.93222, 2.16855, 2, 1.39632, 1, 0.426469, 0, 
17, 1.9326 +/- 0, 0, 2, 5.08761, 5.08761, 3.42264, 3, 2.58088, 2.12637, 2, 2, 1.17639, 1, 0.136382, 
18, 1.89021 +/- 0, 0, 2, 6, 6, 3.56679, 3.0947, 2.8039, 2.11008, 2, 1.57202, 1.0402, 0.741743, 0, 
19, 2.07386 +/- 0, 0, 2, 5.22255, 5.22255, 3.64582, 3, 2.7248, 2.30333, 2.05734, 2, 1.45302, 1, 0.412922, 
20, 2.2053 +/- 0, 0, 2.11573, 5.46662, 5.46662, 3.9787, 3.07538, 3, 2.48602, 2.16062, 2, 1.93259, 1.20636, 0.92777, 
21, 2.24834 +/- 0, 0, 2.08379, 5.70682, 5.70682, 4, 3.15363, 3, 2.5369, 2.11883, 2, 1.81259, 1.12589, 0.659925, 
22, 2.22133 +/- 0, 0, 2.1109, 6.05972, 6.05972, 4, 3.11627, 3, 2.45541, 2.13266, 2, 1.85798, 1.04079, 0.767363, 
23, 2.25846 +/- 0, 0, 2.06389, 6.21663, 6.21663, 4, 3.2605, 3, 2.53837, 2.11318, 2, 1.69673, 1.09923, 0.853017, 
24, 2.20543 +/- 0, 0, 2.13531, 6.67206, 6.67206, 4, 3.56083, 3, 2.74663, 2.17188, 2, 1.15623, 1, 0.0526165, 
25, 2.37791 +/- 0, 0, 2.2954, 6.06814, 6.06814, 4, 3.49778, 3.06951, 3, 2.33235, 2, 2, 1.30829, 1, 
26, 2.37783 +/- 0, 0, 2.15674, 6, 6, 4, 3.2699, 3, 2.59643, 2.1803, 2, 2, 1.41885, 1, 
27, 2.48096 +/- 0, 0, 2.38127, 6.01825, 6.01825, 4.02972, 3.47754, 3, 3, 2.40005, 2.07523, 2, 1.45437, 1, 
28, 2.40055 +/- 0, 0, 2.1842, 6, 6, 4, 3.22938, 3, 2.62538, 2.20579, 2, 2, 1.66433, 1, 
29, 2.47782 +/- 0, 0, 2.50498, 6.03792, 6.03792, 4.07605, 3.60435, 3.06942, 3, 2.55128, 2.05395, 2, 1.31369, 1, 
30, 2.31999 +/- 0, 0, 2.24181, 6.4821, 6.4821, 3.97664, 3.23698, 3, 2.78864, 2.27051, 2, 2, 1.24517, 1, 
31, 2.389 +/- 0, 0, 2.35167, 6.05218, 6.05218, 4, 3.27823, 3, 2.87365, 2.35764, 2.106, 2, 1.28475, 1, 
32, 2.49954 +/- 0, 0, 2.59379, 7.14019, 7.14019, 4, 3.54477, 3.0753, 3, 2.62439, 2.0872, 2, 1.37949, 1, 
33, 2.5917 +/- 0, 0, 2.54939, 6, 6, 4, 3.54447, 3.04933, 3, 2.66178, 2.28055, 2, 2, 1, 
34, 2.55087 +/- 0, 0, 2.5896, 6, 6, 4.04835, 3.79519, 3.158, 3, 2.60517, 2.07997, 2, 1.78354, 1, 
35, 2.49258 +/- 0, 0, 2.36638, 7, 7, 4.05193, 3.57953, 3, 3, 2.40357, 2.09366, 2, 1.40728, 1, 
36, 2.41994 +/- 0, 0, 2.31188, 5.68108, 5.68108, 4, 3.87501, 3.08814, 3, 2.36662, 2.1041, 2, 1.27412, 1, 
37, 2.42474 +/- 0, 0, 2.46163, 5.89251, 5.89251, 4, 3.46979, 3, 3, 2.49905, 2.08828, 2, 1.35273, 1, 
38, 2.44221 +/- 0, 0, 2.21585, 6.10427, 6.10427, 4, 3.53091, 3, 3, 2.28548, 2, 2, 1.25738, 1, 
39, 2.42261 +/- 0, 0, 2.28284, 6.90634, 6.90634, 4, 3.255, 3, 3, 2.3616, 2, 2, 1.31898, 1, 
